dt,AverageTemperature,City,Latitude,Longitude,month,year,Average 20 years,gap1,gap2
2/1/1934,19.141,Sydney,34.56S,151.78E,2,1934,,,
3/1/1934,20.054,Sydney,34.56S,151.78E,3,1934,,,
4/1/1934,17.505,Sydney,34.56S,151.78E,4,1934,,,
5/1/1934,16.762,Sydney,34.56S,151.78E,5,1934,,,
6/1/1934,14.21,Sydney,34.56S,151.78E,6,1934,,,
7/1/1934,14.684,Sydney,34.56S,151.78E,7,1934,,,
8/1/1934,14.64,Sydney,34.56S,151.78E,8,1934,,,
9/1/1934,16.115,Sydney,34.56S,151.78E,9,1934,,,
10/1/1934,15.847,Sydney,34.56S,151.78E,10,1934,,,
11/1/1934,17.365,Sydney,34.56S,151.78E,11,1934,,,
12/1/1934,17.202,Sydney,34.56S,151.78E,12,1934,,,
1/1/1935,18.893,Sydney,34.56S,151.78E,1,1935,,,
2/1/1935,19.612,Sydney,34.56S,151.78E,2,1935,,,
3/1/1935,18.48,Sydney,34.56S,151.78E,3,1935,,,
4/1/1935,17.289,Sydney,34.56S,151.78E,4,1935,,,
5/1/1935,15.393,Sydney,34.56S,151.78E,5,1935,,,
6/1/1935,13.853,Sydney,34.56S,151.78E,6,1935,,,
7/1/1935,13.706,Sydney,34.56S,151.78E,7,1935,,,
8/1/1935,14.482,Sydney,34.56S,151.78E,8,1935,,,
9/1/1935,14.43,Sydney,34.56S,151.78E,9,1935,,,
10/1/1935,16.766,Sydney,34.56S,151.78E,10,1935,,,
11/1/1935,17.473,Sydney,34.56S,151.78E,11,1935,,,
12/1/1935,18.185,Sydney,34.56S,151.78E,12,1935,,,
1/1/1936,18.859,Sydney,34.56S,151.78E,1,1936,,,
2/1/1936,18.77,Sydney,34.56S,151.78E,2,1936,,,
3/1/1936,18.929,Sydney,34.56S,151.78E,3,1936,,,
4/1/1936,16.847,Sydney,34.56S,151.78E,4,1936,,,
5/1/1936,16.214,Sydney,34.56S,151.78E,5,1936,,,
6/1/1936,13.795,Sydney,34.56S,151.78E,6,1936,,,
7/1/1936,14.105,Sydney,34.56S,151.78E,7,1936,,,
8/1/1936,15.392,Sydney,34.56S,151.78E,8,1936,,,
9/1/1936,14.718,Sydney,34.56S,151.78E,9,1936,,,
10/1/1936,16.985,Sydney,34.56S,151.78E,10,1936,,,
11/1/1936,17.461,Sydney,34.56S,151.78E,11,1936,,,
12/1/1936,19.352,Sydney,34.56S,151.78E,12,1936,,,
1/1/1937,19.67,Sydney,34.56S,151.78E,1,1937,,,
2/1/1937,18.948,Sydney,34.56S,151.78E,2,1937,,,
3/1/1937,19.269,Sydney,34.56S,151.78E,3,1937,,,
4/1/1937,16.608,Sydney,34.56S,151.78E,4,1937,,,
5/1/1937,15.945,Sydney,34.56S,151.78E,5,1937,,,
6/1/1937,14.196,Sydney,34.56S,151.78E,6,1937,,,
7/1/1937,13.629,Sydney,34.56S,151.78E,7,1937,,,
8/1/1937,14.846,Sydney,34.56S,151.78E,8,1937,,,
9/1/1937,16.253,Sydney,34.56S,151.78E,9,1937,,,
10/1/1937,16.777,Sydney,34.56S,151.78E,10,1937,,,
11/1/1937,17.679,Sydney,34.56S,151.78E,11,1937,,,
12/1/1937,19.851,Sydney,34.56S,151.78E,12,1937,,,
1/1/1938,19.737,Sydney,34.56S,151.78E,1,1938,,,
2/1/1938,19.502,Sydney,34.56S,151.78E,2,1938,,,
3/1/1938,20.337,Sydney,34.56S,151.78E,3,1938,,,
4/1/1938,18.707,Sydney,34.56S,151.78E,4,1938,,,
5/1/1938,17.068,Sydney,34.56S,151.78E,5,1938,,,
6/1/1938,14.165,Sydney,34.56S,151.78E,6,1938,,,
7/1/1938,13.331,Sydney,34.56S,151.78E,7,1938,,,
8/1/1938,13.885,Sydney,34.56S,151.78E,8,1938,,,
9/1/1938,15.448,Sydney,34.56S,151.78E,9,1938,,,
10/1/1938,17.735,Sydney,34.56S,151.78E,10,1938,,,
11/1/1938,19.182,Sydney,34.56S,151.78E,11,1938,,,
12/1/1938,19.619,Sydney,34.56S,151.78E,12,1938,,,
1/1/1939,20.546,Sydney,34.56S,151.78E,1,1939,,,
2/1/1939,21.857,Sydney,34.56S,151.78E,2,1939,,,
3/1/1939,19.414,Sydney,34.56S,151.78E,3,1939,,,
4/1/1939,18.475,Sydney,34.56S,151.78E,4,1939,,,
5/1/1939,17.565,Sydney,34.56S,151.78E,5,1939,,,
6/1/1939,15.109,Sydney,34.56S,151.78E,6,1939,,,
7/1/1939,12.886,Sydney,34.56S,151.78E,7,1939,,,
8/1/1939,14.712,Sydney,34.56S,151.78E,8,1939,,,
9/1/1939,15.032,Sydney,34.56S,151.78E,9,1939,,,
10/1/1939,15.662,Sydney,34.56S,151.78E,10,1939,,,
11/1/1939,17.478,Sydney,34.56S,151.78E,11,1939,,,
12/1/1939,19.271,Sydney,34.56S,151.78E,12,1939,,,
1/1/1940,20.322,Sydney,34.56S,151.78E,1,1940,,,
2/1/1940,20.737,Sydney,34.56S,151.78E,2,1940,,,
3/1/1940,21.58,Sydney,34.56S,151.78E,3,1940,,,
4/1/1940,18.211,Sydney,34.56S,151.78E,4,1940,,,
5/1/1940,15.671,Sydney,34.56S,151.78E,5,1940,,,
6/1/1940,14.982,Sydney,34.56S,151.78E,6,1940,,,
7/1/1940,14.312,Sydney,34.56S,151.78E,7,1940,,,
8/1/1940,14.561,Sydney,34.56S,151.78E,8,1940,,,
9/1/1940,16.152,Sydney,34.56S,151.78E,9,1940,,,
10/1/1940,17.691,Sydney,34.56S,151.78E,10,1940,,,
11/1/1940,17.582,Sydney,34.56S,151.78E,11,1940,,,
12/1/1940,19.89,Sydney,34.56S,151.78E,12,1940,,,
1/1/1941,18.791,Sydney,34.56S,151.78E,1,1941,,,
2/1/1941,19.045,Sydney,34.56S,151.78E,2,1941,,,
3/1/1941,18.941,Sydney,34.56S,151.78E,3,1941,,,
4/1/1941,18.088,Sydney,34.56S,151.78E,4,1941,,,
5/1/1941,15.978,Sydney,34.56S,151.78E,5,1941,,,
6/1/1941,14.443,Sydney,34.56S,151.78E,6,1941,,,
7/1/1941,14.425,Sydney,34.56S,151.78E,7,1941,,,
8/1/1941,13.916,Sydney,34.56S,151.78E,8,1941,,,
9/1/1941,15.963,Sydney,34.56S,151.78E,9,1941,,,
10/1/1941,15.956,Sydney,34.56S,151.78E,10,1941,,,
11/1/1941,18.462,Sydney,34.56S,151.78E,11,1941,,,
12/1/1941,18.315,Sydney,34.56S,151.78E,12,1941,,,
1/1/1942,20.544,Sydney,34.56S,151.78E,1,1942,,,
2/1/1942,19.206,Sydney,34.56S,151.78E,2,1942,,,
3/1/1942,19.502,Sydney,34.56S,151.78E,3,1942,,,
4/1/1942,17.922,Sydney,34.56S,151.78E,4,1942,,,
5/1/1942,17.654,Sydney,34.56S,151.78E,5,1942,,,
6/1/1942,15.449,Sydney,34.56S,151.78E,6,1942,,,
7/1/1942,14.1,Sydney,34.56S,151.78E,7,1942,,,
8/1/1942,15.246,Sydney,34.56S,151.78E,8,1942,,,
9/1/1942,15.827,Sydney,34.56S,151.78E,9,1942,,,
10/1/1942,15.786,Sydney,34.56S,151.78E,10,1942,,,
11/1/1942,17.542,Sydney,34.56S,151.78E,11,1942,,,
12/1/1942,18.821,Sydney,34.56S,151.78E,12,1942,,,
1/1/1943,19.302,Sydney,34.56S,151.78E,1,1943,,,
2/1/1943,20.26,Sydney,34.56S,151.78E,2,1943,,,
3/1/1943,20.289,Sydney,34.56S,151.78E,3,1943,,,
4/1/1943,17.239,Sydney,34.56S,151.78E,4,1943,,,
5/1/1943,16.127,Sydney,34.56S,151.78E,5,1943,,,
6/1/1943,13.668,Sydney,34.56S,151.78E,6,1943,,,
7/1/1943,13.017,Sydney,34.56S,151.78E,7,1943,,,
8/1/1943,12.667,Sydney,34.56S,151.78E,8,1943,,,
9/1/1943,14.379,Sydney,34.56S,151.78E,9,1943,,,
10/1/1943,15.524,Sydney,34.56S,151.78E,10,1943,,,
11/1/1943,15.868,Sydney,34.56S,151.78E,11,1943,,,
12/1/1943,17.41,Sydney,34.56S,151.78E,12,1943,,,
1/1/1944,20.614,Sydney,34.56S,151.78E,1,1944,,,
2/1/1944,19.578,Sydney,34.56S,151.78E,2,1944,,,
3/1/1944,18.788,Sydney,34.56S,151.78E,3,1944,,,
4/1/1944,16.647,Sydney,34.56S,151.78E,4,1944,,,
5/1/1944,15.665,Sydney,34.56S,151.78E,5,1944,,,
6/1/1944,13.782,Sydney,34.56S,151.78E,6,1944,,,
7/1/1944,13.682,Sydney,34.56S,151.78E,7,1944,,,
8/1/1944,13.921,Sydney,34.56S,151.78E,8,1944,,,
9/1/1944,15.334,Sydney,34.56S,151.78E,9,1944,,,
10/1/1944,17.011,Sydney,34.56S,151.78E,10,1944,,,
11/1/1944,19.212,Sydney,34.56S,151.78E,11,1944,,,
12/1/1944,19.637,Sydney,34.56S,151.78E,12,1944,,,
1/1/1945,19.228,Sydney,34.56S,151.78E,1,1945,,,
2/1/1945,18.939,Sydney,34.56S,151.78E,2,1945,,,
3/1/1945,18.801,Sydney,34.56S,151.78E,3,1945,,,
4/1/1945,17.501,Sydney,34.56S,151.78E,4,1945,,,
5/1/1945,15.593,Sydney,34.56S,151.78E,5,1945,,,
6/1/1945,16.035,Sydney,34.56S,151.78E,6,1945,,,
7/1/1945,13.387,Sydney,34.56S,151.78E,7,1945,,,
8/1/1945,15.044,Sydney,34.56S,151.78E,8,1945,,,
9/1/1945,14.734,Sydney,34.56S,151.78E,9,1945,,,
10/1/1945,16.047,Sydney,34.56S,151.78E,10,1945,,,
11/1/1945,18.476,Sydney,34.56S,151.78E,11,1945,,,
12/1/1945,18.858,Sydney,34.56S,151.78E,12,1945,,,
1/1/1946,21.704,Sydney,34.56S,151.78E,1,1946,,,
2/1/1946,20.67,Sydney,34.56S,151.78E,2,1946,,,
3/1/1946,18.707,Sydney,34.56S,151.78E,3,1946,,,
4/1/1946,16.947,Sydney,34.56S,151.78E,4,1946,,,
5/1/1946,15.949,Sydney,34.56S,151.78E,5,1946,,,
6/1/1946,13.74,Sydney,34.56S,151.78E,6,1946,,,
7/1/1946,14.914,Sydney,34.56S,151.78E,7,1946,,,
8/1/1946,14.519,Sydney,34.56S,151.78E,8,1946,,,
9/1/1946,14.82,Sydney,34.56S,151.78E,9,1946,,,
10/1/1946,15.174,Sydney,34.56S,151.78E,10,1946,,,
11/1/1946,17.989,Sydney,34.56S,151.78E,11,1946,,,
12/1/1946,19.367,Sydney,34.56S,151.78E,12,1946,,,
1/1/1947,19.73,Sydney,34.56S,151.78E,1,1947,,,
2/1/1947,20.286,Sydney,34.56S,151.78E,2,1947,,,
3/1/1947,19.719,Sydney,34.56S,151.78E,3,1947,,,
4/1/1947,17.305,Sydney,34.56S,151.78E,4,1947,,,
5/1/1947,17.521,Sydney,34.56S,151.78E,5,1947,,,
6/1/1947,15.042,Sydney,34.56S,151.78E,6,1947,,,
7/1/1947,13.946,Sydney,34.56S,151.78E,7,1947,,,
8/1/1947,14.202,Sydney,34.56S,151.78E,8,1947,,,
9/1/1947,15.215,Sydney,34.56S,151.78E,9,1947,,,
10/1/1947,15.946,Sydney,34.56S,151.78E,10,1947,,,
11/1/1947,16.057,Sydney,34.56S,151.78E,11,1947,,,
12/1/1947,18.344,Sydney,34.56S,151.78E,12,1947,,,
1/1/1948,17.321,Sydney,34.56S,151.78E,1,1948,,,
2/1/1948,20.461,Sydney,34.56S,151.78E,2,1948,,,
3/1/1948,17.935,Sydney,34.56S,151.78E,3,1948,,,
4/1/1948,16.85,Sydney,34.56S,151.78E,4,1948,,,
5/1/1948,15.577,Sydney,34.56S,151.78E,5,1948,,,
6/1/1948,14.604,Sydney,34.56S,151.78E,6,1948,,,
7/1/1948,12.902,Sydney,34.56S,151.78E,7,1948,,,
8/1/1948,14.305,Sydney,34.56S,151.78E,8,1948,,,
9/1/1948,15.302,Sydney,34.56S,151.78E,9,1948,,,
10/1/1948,16.278,Sydney,34.56S,151.78E,10,1948,,,
11/1/1948,16.674,Sydney,34.56S,151.78E,11,1948,,,
12/1/1948,18.86,Sydney,34.56S,151.78E,12,1948,,,
1/1/1949,17.831,Sydney,34.56S,151.78E,1,1949,,,
2/1/1949,19.568,Sydney,34.56S,151.78E,2,1949,,,
3/1/1949,18.811,Sydney,34.56S,151.78E,3,1949,,,
4/1/1949,16.209,Sydney,34.56S,151.78E,4,1949,,,
5/1/1949,15.847,Sydney,34.56S,151.78E,5,1949,,,
6/1/1949,13.793,Sydney,34.56S,151.78E,6,1949,,,
7/1/1949,13.892,Sydney,34.56S,151.78E,7,1949,,,
8/1/1949,14.157,Sydney,34.56S,151.78E,8,1949,,,
9/1/1949,15.319,Sydney,34.56S,151.78E,9,1949,,,
10/1/1949,17.681,Sydney,34.56S,151.78E,10,1949,,,
11/1/1949,17.284,Sydney,34.56S,151.78E,11,1949,,,
12/1/1949,18.227,Sydney,34.56S,151.78E,12,1949,,,
1/1/1950,19.285,Sydney,34.56S,151.78E,1,1950,,,
2/1/1950,19.177,Sydney,34.56S,151.78E,2,1950,,,
3/1/1950,19.817,Sydney,34.56S,151.78E,3,1950,,,
4/1/1950,17.757,Sydney,34.56S,151.78E,4,1950,,,
5/1/1950,16.514,Sydney,34.56S,151.78E,5,1950,,,
6/1/1950,15.391,Sydney,34.56S,151.78E,6,1950,,,
7/1/1950,15.302,Sydney,34.56S,151.78E,7,1950,,,
8/1/1950,14.162,Sydney,34.56S,151.78E,8,1950,,,
9/1/1950,16.494,Sydney,34.56S,151.78E,9,1950,,,
10/1/1950,16.334,Sydney,34.56S,151.78E,10,1950,,,
11/1/1950,16.735,Sydney,34.56S,151.78E,11,1950,,,
12/1/1950,18.715,Sydney,34.56S,151.78E,12,1950,,,
1/1/1951,18.076,Sydney,34.56S,151.78E,1,1951,,,
2/1/1951,19.444,Sydney,34.56S,151.78E,2,1951,,,
3/1/1951,20.628,Sydney,34.56S,151.78E,3,1951,,,
4/1/1951,16.535,Sydney,34.56S,151.78E,4,1951,,,
5/1/1951,16.133,Sydney,34.56S,151.78E,5,1951,,,
6/1/1951,15.616,Sydney,34.56S,151.78E,6,1951,,,
7/1/1951,13.828,Sydney,34.56S,151.78E,7,1951,,,
8/1/1951,13.276,Sydney,34.56S,151.78E,8,1951,,,
9/1/1951,15.958,Sydney,34.56S,151.78E,9,1951,,,
10/1/1951,15.672,Sydney,34.56S,151.78E,10,1951,,,
11/1/1951,17.167,Sydney,34.56S,151.78E,11,1951,,,
12/1/1951,18.48,Sydney,34.56S,151.78E,12,1951,,,
1/1/1952,20.293,Sydney,34.56S,151.78E,1,1952,,,
2/1/1952,18.933,Sydney,34.56S,151.78E,2,1952,,,
3/1/1952,19.721,Sydney,34.56S,151.78E,3,1952,,,
4/1/1952,17.871,Sydney,34.56S,151.78E,4,1952,,,
5/1/1952,15.753,Sydney,34.56S,151.78E,5,1952,,,
6/1/1952,15.24,Sydney,34.56S,151.78E,6,1952,,,
7/1/1952,13.844,Sydney,34.56S,151.78E,7,1952,,,
8/1/1952,14.518,Sydney,34.56S,151.78E,8,1952,,,
9/1/1952,15.346,Sydney,34.56S,151.78E,9,1952,,,
10/1/1952,16.222,Sydney,34.56S,151.78E,10,1952,,,
11/1/1952,16.356,Sydney,34.56S,151.78E,11,1952,,,
12/1/1952,17.836,Sydney,34.56S,151.78E,12,1952,,,
1/1/1953,18.161,Sydney,34.56S,151.78E,1,1953,,,
2/1/1953,18.527,Sydney,34.56S,151.78E,2,1953,,,
3/1/1953,19.267,Sydney,34.56S,151.78E,3,1953,,,
4/1/1953,18.977,Sydney,34.56S,151.78E,4,1953,,,
5/1/1953,16.483,Sydney,34.56S,151.78E,5,1953,,,
6/1/1953,14.233,Sydney,34.56S,151.78E,6,1953,,,
7/1/1953,13.844,Sydney,34.56S,151.78E,7,1953,,,
8/1/1953,13.826,Sydney,34.56S,151.78E,8,1953,,,
9/1/1953,15.178,Sydney,34.56S,151.78E,9,1953,,,
10/1/1953,15.301,Sydney,34.56S,151.78E,10,1953,,,
11/1/1953,17.406,Sydney,34.56S,151.78E,11,1953,,,
12/1/1953,19.601,Sydney,34.56S,151.78E,12,1953,,,
1/1/1954,18.564,Sydney,34.56S,151.78E,1,1954,,,
2/1/1954,19.784,Sydney,34.56S,151.78E,2,1954,,,
3/1/1954,19.363,Sydney,34.56S,151.78E,3,1954,,,
4/1/1954,18.701,Sydney,34.56S,151.78E,4,1954,,,
5/1/1954,15.922,Sydney,34.56S,151.78E,5,1954,,,
6/1/1954,14.477,Sydney,34.56S,151.78E,6,1954,,,
7/1/1954,14.091,Sydney,34.56S,151.78E,7,1954,,,
8/1/1954,14.699,Sydney,34.56S,151.78E,8,1954,,,
9/1/1954,14.228,Sydney,34.56S,151.78E,9,1954,,,
10/1/1954,16.272,Sydney,34.56S,151.78E,10,1954,,,
11/1/1954,18.329,Sydney,34.56S,151.78E,11,1954,,,
12/1/1954,18.776,Sydney,34.56S,151.78E,12,1954,,,
1/1/1955,19.976,Sydney,34.56S,151.78E,1,1955,,,
2/1/1955,19.639,Sydney,34.56S,151.78E,2,1955,,,
3/1/1955,20.386,Sydney,34.56S,151.78E,3,1955,,,
4/1/1955,18.66,Sydney,34.56S,151.78E,4,1955,,,
5/1/1955,15.85,Sydney,34.56S,151.78E,5,1955,,,
6/1/1955,14.404,Sydney,34.56S,151.78E,6,1955,,,
7/1/1955,13.383,Sydney,34.56S,151.78E,7,1955,,,
8/1/1955,14.826,Sydney,34.56S,151.78E,8,1955,,,
9/1/1955,15.392,Sydney,34.56S,151.78E,9,1955,,,
10/1/1955,16.701,Sydney,34.56S,151.78E,10,1955,,,
11/1/1955,17.288,Sydney,34.56S,151.78E,11,1955,,,
12/1/1955,17.434,Sydney,34.56S,151.78E,12,1955,,,
1/1/1956,18.796,Sydney,34.56S,151.78E,1,1956,,,
2/1/1956,19.762,Sydney,34.56S,151.78E,2,1956,,,
3/1/1956,20.356,Sydney,34.56S,151.78E,3,1956,,,
4/1/1956,18.502,Sydney,34.56S,151.78E,4,1956,,,
5/1/1956,16.37,Sydney,34.56S,151.78E,5,1956,,,
6/1/1956,14.67,Sydney,34.56S,151.78E,6,1956,,,
7/1/1956,13.349,Sydney,34.56S,151.78E,7,1956,,,
8/1/1956,13.406,Sydney,34.56S,151.78E,8,1956,,,
9/1/1956,13.912,Sydney,34.56S,151.78E,9,1956,,,
10/1/1956,15.224,Sydney,34.56S,151.78E,10,1956,,,
11/1/1956,16.425,Sydney,34.56S,151.78E,11,1956,,,
12/1/1956,18.956,Sydney,34.56S,151.78E,12,1956,,,
1/1/1957,18.619,Sydney,34.56S,151.78E,1,1957,,,
2/1/1957,18.944,Sydney,34.56S,151.78E,2,1957,,,
3/1/1957,18.713,Sydney,34.56S,151.78E,3,1957,,,
4/1/1957,18.362,Sydney,34.56S,151.78E,4,1957,,,
5/1/1957,16.003,Sydney,34.56S,151.78E,5,1957,,,
6/1/1957,16.518,Sydney,34.56S,151.78E,6,1957,,,
7/1/1957,13.18,Sydney,34.56S,151.78E,7,1957,,,
8/1/1957,14.395,Sydney,34.56S,151.78E,8,1957,,,
9/1/1957,14.949,Sydney,34.56S,151.78E,9,1957,,,
10/1/1957,16.605,Sydney,34.56S,151.78E,10,1957,,,
11/1/1957,18.604,Sydney,34.56S,151.78E,11,1957,,,
12/1/1957,19.786,Sydney,34.56S,151.78E,12,1957,,,
1/1/1958,18.853,Sydney,34.56S,151.78E,1,1958,,,
2/1/1958,20.157,Sydney,34.56S,151.78E,2,1958,,,
3/1/1958,20.634,Sydney,34.56S,151.78E,3,1958,,,
4/1/1958,18.722,Sydney,34.56S,151.78E,4,1958,,,
5/1/1958,18.412,Sydney,34.56S,151.78E,5,1958,,,
6/1/1958,15.405,Sydney,34.56S,151.78E,6,1958,,,
7/1/1958,14.038,Sydney,34.56S,151.78E,7,1958,,,
8/1/1958,15.009,Sydney,34.56S,151.78E,8,1958,,,
9/1/1958,14.24,Sydney,34.56S,151.78E,9,1958,,,
10/1/1958,16.477,Sydney,34.56S,151.78E,10,1958,,,
11/1/1958,18.714,Sydney,34.56S,151.78E,11,1958,,,
12/1/1958,18.253,Sydney,34.56S,151.78E,12,1958,,,
1/1/1959,20.04,Sydney,34.56S,151.78E,1,1959,,,
2/1/1959,20.346,Sydney,34.56S,151.78E,2,1959,,,
3/1/1959,20.174,Sydney,34.56S,151.78E,3,1959,,,
4/1/1959,18.505,Sydney,34.56S,151.78E,4,1959,,,
5/1/1959,15.978,Sydney,34.56S,151.78E,5,1959,,,
6/1/1959,14.96,Sydney,34.56S,151.78E,6,1959,,,
7/1/1959,14.733,Sydney,34.56S,151.78E,7,1959,,,
8/1/1959,14.682,Sydney,34.56S,151.78E,8,1959,,,
9/1/1959,15.395,Sydney,34.56S,151.78E,9,1959,,,
10/1/1959,14.835,Sydney,34.56S,151.78E,10,1959,,,
11/1/1959,18.504,Sydney,34.56S,151.78E,11,1959,,,
12/1/1959,18.549,Sydney,34.56S,151.78E,12,1959,,,
1/1/1960,20.775,Sydney,34.56S,151.78E,1,1960,,,
2/1/1960,19.49,Sydney,34.56S,151.78E,2,1960,,,
3/1/1960,18.916,Sydney,34.56S,151.78E,3,1960,,,
4/1/1960,18.062,Sydney,34.56S,151.78E,4,1960,,,
5/1/1960,15.941,Sydney,34.56S,151.78E,5,1960,,,
6/1/1960,13.955,Sydney,34.56S,151.78E,6,1960,,,
7/1/1960,14.466,Sydney,34.56S,151.78E,7,1960,,,
8/1/1960,13.54,Sydney,34.56S,151.78E,8,1960,,,
9/1/1960,15.006,Sydney,34.56S,151.78E,9,1960,,,
10/1/1960,16.16,Sydney,34.56S,151.78E,10,1960,,,
11/1/1960,16.486,Sydney,34.56S,151.78E,11,1960,,,
12/1/1960,17.332,Sydney,34.56S,151.78E,12,1960,,,
1/1/1961,19.062,Sydney,34.56S,151.78E,1,1961,,,
2/1/1961,19.303,Sydney,34.56S,151.78E,2,1961,,,
3/1/1961,19.323,Sydney,34.56S,151.78E,3,1961,,,
4/1/1961,18.064,Sydney,34.56S,151.78E,4,1961,,,
5/1/1961,15.734,Sydney,34.56S,151.78E,5,1961,,,
6/1/1961,14.862,Sydney,34.56S,151.78E,6,1961,,,
7/1/1961,13.703,Sydney,34.56S,151.78E,7,1961,,,
8/1/1961,13.77,Sydney,34.56S,151.78E,8,1961,,,
9/1/1961,14.992,Sydney,34.56S,151.78E,9,1961,,,
10/1/1961,17.438,Sydney,34.56S,151.78E,10,1961,,,
11/1/1961,17.637,Sydney,34.56S,151.78E,11,1961,,,
12/1/1961,18.438,Sydney,34.56S,151.78E,12,1961,,,
1/1/1962,18.893,Sydney,34.56S,151.78E,1,1962,,,
2/1/1962,19.591,Sydney,34.56S,151.78E,2,1962,,,
3/1/1962,19.391,Sydney,34.56S,151.78E,3,1962,,,
4/1/1962,17.442,Sydney,34.56S,151.78E,4,1962,,,
5/1/1962,15.832,Sydney,34.56S,151.78E,5,1962,,,
6/1/1962,15.615,Sydney,34.56S,151.78E,6,1962,,,
7/1/1962,14.34,Sydney,34.56S,151.78E,7,1962,,,
8/1/1962,14.086,Sydney,34.56S,151.78E,8,1962,,,
9/1/1962,15.223,Sydney,34.56S,151.78E,9,1962,,,
10/1/1962,15.367,Sydney,34.56S,151.78E,10,1962,,,
11/1/1962,17.365,Sydney,34.56S,151.78E,11,1962,,,
12/1/1962,17.763,Sydney,34.56S,151.78E,12,1962,,,
1/1/1963,19.381,Sydney,34.56S,151.78E,1,1963,,,
2/1/1963,19.888,Sydney,34.56S,151.78E,2,1963,,,
3/1/1963,19.444,Sydney,34.56S,151.78E,3,1963,,,
4/1/1963,17.914,Sydney,34.56S,151.78E,4,1963,,,
5/1/1963,17.142,Sydney,34.56S,151.78E,5,1963,,,
6/1/1963,14.754,Sydney,34.56S,151.78E,6,1963,,,
7/1/1963,14.009,Sydney,34.56S,151.78E,7,1963,,,
8/1/1963,13.997,Sydney,34.56S,151.78E,8,1963,,,
9/1/1963,15.103,Sydney,34.56S,151.78E,9,1963,,,
10/1/1963,16.49,Sydney,34.56S,151.78E,10,1963,,,
11/1/1963,16.43,Sydney,34.56S,151.78E,11,1963,,,
12/1/1963,18.553,Sydney,34.56S,151.78E,12,1963,,,
1/1/1964,20.012,Sydney,34.56S,151.78E,1,1964,,,
2/1/1964,19.508,Sydney,34.56S,151.78E,2,1964,,,
3/1/1964,19.684,Sydney,34.56S,151.78E,3,1964,,,
4/1/1964,18.183,Sydney,34.56S,151.78E,4,1964,,,
5/1/1964,15.716,Sydney,34.56S,151.78E,5,1964,,,
6/1/1964,15.159,Sydney,34.56S,151.78E,6,1964,,,
7/1/1964,14.193,Sydney,34.56S,151.78E,7,1964,,,
8/1/1964,14.306,Sydney,34.56S,151.78E,8,1964,,,
9/1/1964,15.832,Sydney,34.56S,151.78E,9,1964,,,
10/1/1964,15.307,Sydney,34.56S,151.78E,10,1964,,,
11/1/1964,17.812,Sydney,34.56S,151.78E,11,1964,,,
12/1/1964,17.864,Sydney,34.56S,151.78E,12,1964,,,
1/1/1965,17.433,Sydney,34.56S,151.78E,1,1965,,,
2/1/1965,19.725,Sydney,34.56S,151.78E,2,1965,,,
3/1/1965,19.78,Sydney,34.56S,151.78E,3,1965,,,
4/1/1965,17.118,Sydney,34.56S,151.78E,4,1965,,,
5/1/1965,16.528,Sydney,34.56S,151.78E,5,1965,,,
6/1/1965,14.792,Sydney,34.56S,151.78E,6,1965,,,
7/1/1965,13.582,Sydney,34.56S,151.78E,7,1965,,,
8/1/1965,14.857,Sydney,34.56S,151.78E,8,1965,,,
9/1/1965,17.168,Sydney,34.56S,151.78E,9,1965,,,
10/1/1965,17.14,Sydney,34.56S,151.78E,10,1965,,,
11/1/1965,17.222,Sydney,34.56S,151.78E,11,1965,,,
12/1/1965,18.632,Sydney,34.56S,151.78E,12,1965,,,
1/1/1966,19.118,Sydney,34.56S,151.78E,1,1966,,,
2/1/1966,19.347,Sydney,34.56S,151.78E,2,1966,,,
3/1/1966,19.298,Sydney,34.56S,151.78E,3,1966,,,
4/1/1966,18.303,Sydney,34.56S,151.78E,4,1966,,,
5/1/1966,15.592,Sydney,34.56S,151.78E,5,1966,,,
6/1/1966,14.526,Sydney,34.56S,151.78E,6,1966,,,
7/1/1966,13.42,Sydney,34.56S,151.78E,7,1966,,,
8/1/1966,13.715,Sydney,34.56S,151.78E,8,1966,,,
9/1/1966,14.893,Sydney,34.56S,151.78E,9,1966,,,
10/1/1966,15.668,Sydney,34.56S,151.78E,10,1966,,,
11/1/1966,17.83,Sydney,34.56S,151.78E,11,1966,,,
12/1/1966,18.026,Sydney,34.56S,151.78E,12,1966,,,
1/1/1967,19.444,Sydney,34.56S,151.78E,1,1967,,,
2/1/1967,19.121,Sydney,34.56S,151.78E,2,1967,,,
3/1/1967,18.228,Sydney,34.56S,151.78E,3,1967,,,
4/1/1967,18.19,Sydney,34.56S,151.78E,4,1967,,,
5/1/1967,16.473,Sydney,34.56S,151.78E,5,1967,,,
6/1/1967,16.401,Sydney,34.56S,151.78E,6,1967,,,
7/1/1967,14.183,Sydney,34.56S,151.78E,7,1967,,,
8/1/1967,13.958,Sydney,34.56S,151.78E,8,1967,,,
9/1/1967,14.603,Sydney,34.56S,151.78E,9,1967,,,
10/1/1967,16.74,Sydney,34.56S,151.78E,10,1967,,,
11/1/1967,17.478,Sydney,34.56S,151.78E,11,1967,,,
12/1/1967,17.436,Sydney,34.56S,151.78E,12,1967,,,
1/1/1968,19.563,Sydney,34.56S,151.78E,1,1968,,,
2/1/1968,20.97,Sydney,34.56S,151.78E,2,1968,,,
3/1/1968,21.082,Sydney,34.56S,151.78E,3,1968,,,
